name,name_cn,info,score,score_count,rank,type,tags
Gon的旱獭,Gon的旱獭,20话 /  2017年4月24日 / 山药Gon,7.0,(78人评分),Rank 2393,,"中国,WEB,国产,搞笑,泡面,2017,泡面番,可爱,日常,国产动画,动画,TV,原创,治愈"
碧蓝幻想,GRANBLUE FANTASY The Animation,12话 /  2017年4月1日 / 赤井俊文、松本圭太（副）,6.3,(1367人评分),Rank 6080,,"TV,日本,奇幻,冒险,游戏改,A-1Pictures,2017年4月,手游改,cygames,2017,2017年1月,战斗,A-1,游戏改编,木村良平,异世界,2017年,東山奈央,赤井俊文,泽城美雪,东山奈央,钉宫理惠,TVA,动画,沢城みゆき,碧蓝幻想,伊藤祐毅"
甘特保姆,Gunter Babysits,1话 /  2017年,,(少于10人评分),,,"短片,欧美,2017,IlluminationEntertainment"
花村决战,Hanamura Showdown,1话 /  2017年4月26日,,(少于10人评分),,,"WEB,短片,空"
Happiness,,2017-11-25,6.4,(16人评分),,,"短片,2017,欧美,欧美动画,10,致郁,IndieAnime"
Here's the Plan,,1话 /  2017-10-24,,(少于10人评分),,,"2017,短片,欧美,6,剧场版,治愈,2017年,Frick,Fernanda.Frick,Fernanda"
HiGH&LOW g-sword,,5话 /  2017年10月17日 / 作田ハズム、竹谷和真,,(少于10人评分),,,"OVA,空,2017冬,『OVA』"
深海历险记,Home Under The Sea,1话 /  2017年6月9日 / Julio Soto Gurpide,,,,,"剧场版,欧美"
守望先锋：荣耀,Honor and Glory,1话 /  2017年11月4日,7.1,(265人评分),Rank 2016,,"欧美,短片,暴雪,2017,WEB,游戏改,动画,短篇,科幻,游戏改编,PV,7,动画短片,美国,欧美动画,2017年,守望先锋,游戏宣传片,我受到了召唤，我必须回应，一如既往。"
HUNGRY DAYS,,4话 /  2017年6月19日,5.8,(53人评分),Rank 5507,,"WEB,短片,2017,CM,タツノコプロ,龙之子,原创,2017年,广告,短片集,日本,日本动画,2018,泡面番,空,短篇,恋爱,动画,校园,2010s,2017年6月,曽我準,タツノコプロ曽我準,日清,窪之内英策,2017年四月番,竹田悠介,龙之子工作室"
海底末日,Hybrids,1话 /  2017年6月28日 / Florian Brauch、Matthieu Pujol、Kim Tailhades、Yohan Thireau、Romain Thirion,,(少于10人评分),,,"动画片,法国,CG"
ID-0,,12话 /  2017年4月9日 / 谷口悟朗 / 加藤裕美(动画人物设定) / 海老川兼武(机械人物设定),7.2,(1314人评分),Rank 1794,,"科幻,TV,日本,原创,2017年4月,谷口悟朗,萝卜,2017,黑田洋介,3D,サンジゲン,三次元,黒田洋介,机战,SANZIGEN,宇宙,小澤亜李,SF,TVA,2017年,金元寿子,村田莲尔,原创动画,季番,村田蓮爾"
Implicity,,2话 /  2017年9月22日,5.4,(193人评分),Rank 8120,,
心跳无限次,In a Heartbeat,1话 /  2017年6月1日 / Beth David、Esteban Bravo,,(少于10人评分),,,"短片,2017,欧美,动画短片,BL,美国"
Infini-T Force,,12话 /  2017年10月2日,6.8,(412人评分),Rank 3251,,"TV,日本,原创,龙之子,2017年10月,3D,2017,科幻,SF,龙之子Production,タツノコプロ,战斗,樱井孝宏,热血,特摄,関智一,茅野爱衣,2017年,动画,TVA,10月,鈴村健一"
Interface,,24话 /  2017年12月10日,,(少于10人评分),,,"WEB,2017,空,原创,欧美,短片,umamianimations,独立"
杰夫与外星人,Jeff & Some Aliens,10话 /  2017年1月11日,,(少于10人评分),,,"TV,欧美,2017,2017年,10,美国,美国动画,2010s,部"
渣客镇：大计划,Junkertown: The Plan,1话 /  2017年8月21日,6.1,(50人评分),,,"短片,2017,暴雪,欧美,WEB,PV,游戏,短篇,游戏改,6,欧美动画,守望先锋,游戏宣传片,Short_film,BlizzardEntertainment"
Just Because!,,12话 /  2017年10月5日 / 小林敦 / FOA / 吉井弘幸,7.3,(6094人评分),Rank 1291,,"校园,TV,恋爱,日本,原创,2017年10月,鸭志田一,青春,PINEJAM,2017,比村奇石,胃药,原创动画,胃疼,2017年,日常,治愈,党争,扭曲,鴨志田一,爱情,轻小说改,季番,小林敦,比村乳业,PINE_JAM"
黑暗正义联盟,Justice League Dark,1话 /  2017年1月24日(数字版)、2017年2月7日(实体版) / Jay Oliva / Justice League Dark by Peter Milligan and Mikel Janín,6.0,(67人评分),Rank 5275,,"剧场版,欧美,dc,2017,动画电影,美国动画,漫改,漫画改,电影,奇幻,OVA,动画,幻想,Warner.Bros.Animation,DCAMU,DC.Comics,超英,Bros.Animation,Warner"
J○寝取られ仕返しレイプ～親友に彼女を寝取られたとある冬の思い出～(モーションコミック版),,2017年08月17日,,(少于10人评分),,,
绫镜少男 KING OF PRISM PRIDE the HERO,KING OF PRISM -PRIDE the HERO-,1话 /  2017年6月10日,6.7,(51人评分),Rank 2965,,"剧场版,原创,2017,偶像,龙之子,女性向,电影,2010s,タツノコプロ,音乐,龙之子Production,5,柿原徹也,竞技,表,菱田正和"
执意与峻拒：金斯基的帕格尼尼独奏,Kinski Wanted Herzog to Direct But He Turned it Down,2017 / Guillaume Vallée,,,,,"短片,2017,Vallée,实验,加拿大"
粪,Kuso,1话 /  2017年1月12日 / Flying Lotus,,,,,剧场版
"L'Anguille, la fouine et le vautour",,1话 /  2017年,,,,,"剧场版,欧美"
圣罗马诺之战,La Bataille de San Romano,1话 /  2017 / Georges Schwizgebel,,(少于10人评分),,,"WEB,2017,独立动画,短片,Georges_Schwizgebel"
克里安频率,La Frecuencia Kirlian,5话 /  2017 / Cristian Ponce,,,,,WEB
与死神共舞之夜,La Nuit je Danse Avec la Mort,1话 /  2017年11月11日,,(少于10人评分),,,"WEB,2017,欧美,短片"
浪漫冒险,Landreaall,1话 /  2017年2月25日,5.7,(20人评分),,,"OVA,漫画改,2017,2017年2月,日本动画,漫改,鈴村健一,推荐,其他,短片,独立ova,willpalette,合田浩章,Landreaall,『OVA』,2017·02·25,2017年OVA·OAD,OVA|OAD,浪漫冒险,木村暢,榎本温子,OVA·OAD"
午后时光,Late afternoon,1话 /  2017年7月15日,5.7,(12人评分),,,"WEB,短片,2017,欧美,2018,亲情,其它,Cartoon-Saloon,CartoonSaloon,爱尔兰,欧洲"
LayereD Stories 0,,1话 /  2017年11月26日,6.6,(48人评分),,,"游戏改,WEB,2017年10月,PolygonPictures,2017,3D,短片,2017年,斉藤壮馬,短篇,游戏,世界观,良作,AI,番剧,2017年11月,2017年Web·SP,AI自我意识,陶片放逐法,众议,178,2017年十月番,ONA"
大坏狐狸的故事,Le Grand Méchant Renard et autres contes,1话 /  2017年6月21日 / Patrick Imbert / Benjamin Renner,7.5,(164人评分),Rank 1108,,"剧场版,法国,欧美,2017,童话,搞笑,动画电影,动物,电影,治愈,原创,剧情,喜剧,动画,10,作画,冒险"
寻觅传说 第一季,legend quest Season 1,13话 /  2017年2月24日,,,,,"TV,欧美,一半"
乐高DC超级英雄美少女：失忆大冒险,Lego DC Super Hero Girls: Brain Drain,1话 /  2017-07-25,,,,,"剧场版,欧美"
乐高幻影忍者 第七季,LEGO Ninjago：Masters of Spinjitzu Season 7,10话 /  2017年5月15日 / Michael Helmuth Hansen、Trylle Vilstrup、Peter Hausner,7.0,(10人评分),,,"TV,欧美,原创"
乐高幻影忍者：重金属行动,LEGO Ninjago：Operation: Heavy Metal,4话 /  2017年5月23日,,(少于10人评分),,,"短片,欧美"
乐高幻影忍者：X武士崛起,LEGO Ninjago：Samurai X Rising,1话 /  2017年,,(少于10人评分),,,
乐高幻影忍者番外篇：吴大师的茶铺,LEGO Ninjago：Wu's Teas,20话 /  2017年7月13日 / Anne-Marie Solling Kristensen、Benjamin Brokop、Emma Hjulmand Nielsen、Kenneth Bonde、Kristian Haskjold、Mads Buch、Michael Helmuth Hansen、Per During Risager、Peter Egeberg、Peter Hausner、Rene Madsen、Rolf Krarup、Trylle Vilstrup,,(少于10人评分),,,"短片,欧美"
虎皮萌企鹅,Les As de la jungle,1话 /  2017年7月26日 / David Alaux,,(少于10人评分),,,"剧场版,空"
请你看看我,Look At Me,"2017 / Hui Kai, Su",,(少于10人评分),,,"短片,2017,欧美"
失忆融合WIXOSS -missing link-,Lostorage conflated WIXOSS -missing link-,1话 /  2017年12月14日,6.5,(98人评分),Rank 3893,,"OVA,原创,J.C.STAFF,百合,卡牌,2017,游戏改,2017年12月,战斗,日本,2017年,奇幻,2017年10月,岡田麿里,WIXOSS"
失物招领,LOU,1话 /  2017年6月16日 / Dave Mullins,6.6,(63人评分),Rank 3378,,"剧场版,欧美,短片,2017,pixar,美国,皮克斯,3D,原创,欢乐,治愈,2010s,动画短片,动画,DaveMullins,戴夫,AM,Pixar_Animation_Studios,平静"
一见钟情,Love at First Sight,1话 /  2017,,(少于10人评分),,,"欧美,短片,2017,IlluminationEntertainment"
Love in Ruins,,1话 /  2017年8月3日,,(少于10人评分),,,"WEB,短片,mv,日美合作"
被阳台上秀恩爱狂虐的老爷子,Love on the Balcony,2017,,(少于10人评分),,,"2017,短片,美国,欧美"
至爱梵高·星空之谜,Loving Vincent,1话 /  2017年9月22日 / Dorota Kobiela、Hugh Welchman,7.3,(575人评分),Rank 1341,,"剧场版,原创,英国,剧情,欧美,2017,动画电影,电影,艺术,致郁,已保存,油画,至爱梵高"
小蜘蛛卢卡斯,Lucas the Spider,14话 /  2017年11月,6.9,(13人评分),,,"2017,欧美,萌,原创,短片,TV,WEB,2010s,子供向,动物,美国"
迷月赤蛇银盘,Luna cautiva serpiente roja bandeja de plata,2017-04-06 / Ariadna Ribas、Ana Pfaff,,(少于10人评分),,,"2017,超现实,短片,Ariadna_Ribas,Ana_Pfaff,西班牙,实验"
鲁邦三世 血烟的石川五右卫门,LUPIN THE IIIRD 血煙の石川五ェ門,2话 /  2017年2月4日,7.5,(663人评分),Rank 1018,,"剧场版,原创,鲁邦三世,小池健,2017,TelecomAnimationFilm,OVA,漫画改,漫改,2017年,动作,TMS,日本,2017年2月,日本动画,战斗,动画,剧场,电影,打斗,沢城みゆき,热血,血腥,动画电影"
Magical Sleepover U,,1话 /  2017年,,(少于10人评分),,,
尼斯大冒险,Manou the Swift,"1话 /  2017年6月29日 / Andrea Block, Christian Haas",,,,,"剧场版,欧美"
MARGINAL#4 从KISS开始创造Big Bang,MARGINAL#4 KISSから創造るBig Bang,12话 /  2017年1月12日 / 鈴木健太郎 / Rejet,5.9,(59人评分),Rank 5575,,"TV,日本,游戏改,J.C.STAFF,偶像,2017年1月,2017,基,音乐,2017年,番剧,腐,TVA,bilibili,女性向,日本动画,MARGINAL#4,rejet,歌番"
马丁哭了,Martin Pleure,2017 / Jonathan Vinel,,(少于10人评分),,,"2017,法国,短片,Vinel,实验"
蚁人,Marvel's Ant-Man,6话 /  2017年6月10日,7.4,(15人评分),,,"TV,欧美,2017,欧美动画,泡面番,Marvel"
复仇者集结 第四季,Marvel's Avengers Assemble Season 4,25话 /  2017年6月17日,,(少于10人评分),,,"TV,欧美,2010-2019,Marvel,科幻"
银河守护者 第二季,Marvel's Guardians of the Galaxy Season 2,25话 /  2017年3月11日,,(少于10人评分),,,"TV,欧美,科幻,Marvel"
火箭浣熊与格鲁特,Marvel's Rocket & Groot,12话 /  2017年3月10日 / Arnaud Delord,,(少于10人评分),,,"TV,欧美,2017,泡面番,Marvel,欧美动画,ArnaudDelord,MarvelAnimation"
蜘蛛侠 第一季,Marvel's Spider-Man Season 1,25话 /  2017年8月19日,6.2,(16人评分),,,"TV,欧美,Marvel,漫改,美国,a.Anime,2017年8月,重启,Earth-17628,e.欧美,外国,i.差强人意但有突出迷醉我之处(4星)"
蜘蛛侠：起源,Marvel's Spider-Man' Origin Short,6话 /  2017年6月28日,,(少于10人评分),,,"TV,欧美,a.Anime,Marvel,无,i.差强人意但有突出迷醉我之处(4星),e.欧美,d.短片"
备忘录,mémo,2017年,,(少于10人评分),,,
米老鼠2013 第四季,Mickey Mouse Season 4,19话 /  2017年6月9日,,(少于10人评分),,,"TV,欧美,美国,原创,无,Disney_Television_Animation,2017年6月"
小红帽米拉,Mila Red Riding Hood,1话 /  2017年9月5日,4.8,(30人评分),,,
MINT,,1话 /  2017年,,(少于10人评分),,,"剧场版,未确定,Production.I.G,2017年,坑,空,原创,延期,伪"
瓢虫雷迪 第二季,Miraculous Ladybug Season 2,26话 /  2017年10月26日,7.5,(23人评分),,,"TV,欧美,2017,原创,恋爱,战斗,爱情,TVA,法国动画,歐美,ZAGEntertainment,瓢虫雷迪,BrycePapenbrook,CristinaVee,OnEntertainment"
弗里特小姐的赛车学校,Miss Fritter’s Racing Skoool,1话 /  2017年11月7日,,(少于10人评分),,,"短片,2017,欧美,pixar,美国,皮克斯,Cars,Pixar_Animation_Studios"
英雄故事：莫伊拉,Moira Origin Story,1话 /  2017年11月4日,,(少于10人评分),,,"短片,2017,暴雪,欧美动画,游戏,欧美,守望先锋,BlizzardEntertainment,Short_film,游戏宣传片"
MONNAIE DE PARIS x JEAN PAUL GAULTIER,,2017-03-21,,(少于10人评分),,,"2017年,空,IndieAnime"
Monster High: Adventures of the Ghoul Squad,,14话 /  2017年8月11日,,,,,"TV,原创,美国,欧美"
精灵高中：魔幻霓裳,Monster High: Electrified,1话 /  2017年3月27日 / Avgousta Zourelidi / Jun Falkenstein / René Veilleux,,,,,"TV,原创,美国,欧美"
外星人狙击战,Mutafukaz,1话 /  2017年6月13日 / 西見祥示郎、ギヨーム “RUN” ルナール / Guillaume Renard / 滝口禎一、西見祥示郎,6.5,(48人评分),,,"剧场版,漫画改,Studio4℃,动画电影,2017,科幻,2017年,2018,欧美,法国,2010-2019,枪战,原创,超能力,动画,战斗,电影,西見祥示郎,日法合作,Studio,4℃,宮沢康紀,JD,VCB,ankama,电影或剧场版,Bahi,科幻系,STUDIO.4℃,Studio_4℃"
小马国女孩 魔法公主特别篇,My Little Pony Equestria Girls: Magical Movie Night,3话 /  2017-08-08,6.9,(17人评分),,,"OVA,欧美,2017,原创,其它,日常,幼女向,OVA&OAD,2017年,MLP,Hasbro,EQG,OVA.OAD,美产,小马宝莉,2017年8月,OVA-02"
My Little Pony Equestria Girls: Summertime Shorts,,16话 /  2017年7月30日,,(少于10人评分),,,"TV,欧美,原创,2017年,2017年7月,剧场版,MLP,我的小马驹"
小马宝莉：友谊就是魔法 第七季,My Little Pony Friendship is Magic Season 7,26话 /  2017年4月15日,7.5,(263人评分),Rank 1070,,"TV,原创,美国,欧美,My_Little_Pony,日常,治愈,2017,百合,幼女向,续作,2017年,萌,2017年4月,anime,童年,动画,2010-2019,彩虹小马"
小马宝莉大电影,My Little Pony The Movie,1话 /  2017-10-06,6.5,(140人评分),Rank 4409,,"剧场版,欧美,2017,My_Little_Pony,原创,电影,2017年,美国,幼女向,子供向,动画电影,萌,2017年10月,3D,动画,动物,治愈,神作,Hasbro,彩虹小马,MLP"
小马国女孩 第一季,My Little Pony: Equestria Girls Digital Series (Season 1),37话 /  2017-11-17,6.8,(18人评分),,,"WEB,欧美,TV,2017,原创,2017年,MLP,EQG,Hasbro,美产,2017年11月,小马"
Nami Grand Line Collector's Edition,,1话 /  2017-04-16,,(少于10人评分),,,
负空间,Negative Space,1话 /  2017年6月13日(法国) / Max Porter、Ru Kuwahata,7.2,(39人评分),,,"欧美,短片,2017,动画短片,10年代,剧场版,日本,2010s,原创,RuKuwahata,MaxPORTER,RW"
卡斯：城市守护者,Neo Yokio,6话 /  2017-09-22,,(少于10人评分),,,"WEB,欧美,Netflix,2017,TV,2017年,STUDIO_DEEN,studiodeen,Production.I.G,Production_I.G.,未知"
NEW GAME!!,,12话 /  2017年7月11日 / 藤原佳幸 / 得能正太郎（芳文社「まんがタイムきららキャラット」連載） / 菊池愛,7.4,(6791人评分),Rank 1061,,"TV,日本,漫画改,芳文社,百合,动画工房,2017年7月,职场,日常,萌豚,2017,萌,漫改,藤原佳幸,轻百合,動画工房,搞笑,治愈,志茂文彦,续作,2017年,萌系,日笠阳子,茅野愛衣,茅野爱衣,萝莉,轻百,NEWGAME,游戏制作"
New Glass the movie,,1话 /  2017年10月14日,7.4,(77人评分),Rank 1560,,
Nier: First [Ass]embly,,1话 /  2017年11月28日,4.7,(58人评分),Rank 8037,,
吉尔的梦魇,Nightmare Code Valentine OFFICIAL,1话 /  2017年3月1日,4.8,(18人评分),,,
NO DOUBT,,1话 /  2017-06-01,,(少于10人评分),,,"WEB,短片,2017,ProductionI.G,MV,短篇,IDOLiSH7,『MV』,竹田悠介"
没有怪物,No Monsters,1话 /  2017-11-11(英国) / David James Armsby,,(少于10人评分),,,"短片,欧美,2017,欧美动画,2010s,IndieAnime"
怪物学抄,Notes on Monstropedia,1话 /  2017 / 山村浩二,6.3,(23人评分),,,"短片,2017,原创,WEB,日本动画,独立动画,奇幻,空,山村浩二"
ODIN'S AFTERBIRTH,,1话 /  2017,,(少于10人评分),,,"WEB,欧美,2017,短片"
雪宝的冰雪大冒险,Olaf's Frozen Adventure,"1话 /  2017年11月22日 / Kevin Deters, Stevie Wermers",6.2,(30人评分),,,"剧场版,2017,短片,欧美,迪士尼,Disney,美国,欧美动画,动画电影,原创,3D,2017年,2010s,OVA,无,FROZEN,WaltDisneyAnimation,EAO,WaltDisneyAnimationStudios,10代,冰雪奇缘"
On Generation and Corruption,,2017 / 牧野贵 Takashi Makino,,(少于10人评分),,,"2017,日本,短片,牧野贵,实验"
Once a Hero,,1话 /  2017年6月22日,6.4,(25人评分),,,"WEB,短片,国产,2017,原创,动画短片,动画,李夏,内地"
航海王：东海篇～路飞与四名伙伴的大冒险～,ONE PIECE エピソードオブ東の海〜ルフィと4人の仲間の大冒険！！〜,1话 /  2017年8月26日 / 尾田栄一郎 週刊「少年ジャンプ」（集英社）連載中,6.5,(133人评分),Rank 4231,,"TV,日本,漫画改,海贼王,2017,总集篇,SP,热血,战斗,剧场版,东映动画,漫改,冒险,TVSP,東映アニメーション,OVA,特别篇,番外,中井和哉,奇幻,东映,动画,喜剧,动作,励志,少年,大塚隆史"
One Room,,13话 /  2017年1月11日 / SMIRAL / 奥田泰弘,6.7,(5820人评分),Rank 4142,,"TV,恋爱,日本,原创,日常,泡面番,第一视角,2017年1月,2017,萌,OneRoom,泡面,治愈,原创动画,2017年,ZERO-G,萝莉,福利,后宫,ONE,1月,颱風グラフィックス,监督,カントク,台风Graphics"
请不要再虐待你的器官了,Organ Story,1话 /  2017 / Splapp-Me-Do,,(少于10人评分),,,"短片,原创,健康,英国"
英雄故事：奥丽莎,Orisa Origin Story,1话 /  2017年3月2日,5.7,(53人评分),Rank 5990,,"短片,2017,暴雪,欧美,WEB,游戏,游戏改,短篇,2017年,动画,2015,欧美动画,美国,动画短片,科幻,PV,广告,游改,守望先锋,游戏宣传片,Short_film,BlizzardEntertainment"
蚂蚁的旅程,Overrun,1话 /  2017-10-7（法国）,,(少于10人评分),,,反战
汪汪队立大功 第四季,PAW Patrol Season 4,26话 /  2017年2月6日,,(少于10人评分),,,"TV,欧美,动物"
屁破多和他的坑爹伙伴们 第一季,Peepoodo & The Super Fuck Friends,18话 /  2017年7月16日,6.7,(27人评分),,,
再见海象爷爷,Pépé le morse,2017年6月12日 / 卢克丽斯·安德烈,6.7,(18人评分),,,"短片,2017,欧美,法国,欧洲"
Petit☆ドリームスターズ！レッツ・ラ・クッキン？ショータイム！,,1话 /  2017年10月28日 / 宮原直樹,,(少于10人评分),,,"剧场版,2017,東映アニメーション,东映动画,光之美少女,子供向,空,宮原直樹,宫原直树"
Pingu in the City,,26话 /  2017年10月7日 / イワタナオミ / オットマー・グットマン,,(少于10人评分),,,"TV,日本,欧美,泡面番,2017,2017年,2017年10月,改编,子供向,短片,傻屌企鹅,黏土动画改编,2017秋,2017年十月番,瑞士原作改编,动画改,Pygos_Group,うえのきみこ"
Railment,,2017 / Shunsaku Hayashi,,(少于10人评分),,,"2017,日本,短片,Hayashi,实验"
Rarity's Peek Behind the Boutique,,3话 /  2017年4月8日,,(少于10人评分),,,"TV,欧美,2017年4月,2017年,原创"
Re：创世主们,Re:CREATORS,22话 /  2017年4月8日 / あおきえい / 広江礼威,6.2,(6455人评分),Rank 6787,,"TV,日本,奇幻,原创,战斗,2017年4月,泽野弘之,TROYCA,2017,原创动画,澤野弘之,あおきえい,水瀬いのり,青木英,穿越,科幻,2017年,萝卜,小松未可子,半年番,水濑祈,剧情,日本动画,幻想,异世界,坂本真绫,Re:CREATORS,広江礼威"
RedAsh -GEARWORLD-,,1话 /  2017年3月11日 / 佐野雄太 / 今中千亜季,5.6,(37人评分),,,"剧场版,2017,短片,Studio4℃,动画未来,原创,青年动画制作者育成计划,2017年,3D,大河内一楼,OVA,剧场,独立剧场版,2017蛋,动画之卵2017,今中千亜季,2017年3月,佐野雄太,Studio_4℃,清水保行"
Redone,,1话 /  2017-06-16(英国) / David James Armsby,,(少于10人评分),,,"短片,欧美,2017"
Rewrite 第二季,Rewrite 2nd Season,11话 /  2017年1月14日 / 天衝 / Key/VISUAL ARTS / 野中正幸,6.2,(2918人评分),Rank 6577,,"TV,日本,奇幻,游戏改,key,2017年1月,GAL改,Rewrite,8-Bit,2017,天衝,治愈,8bit,田中ロミオ,第二季,续作,恋爱,战斗,后宫,花泽香菜,天冲,校园,2017年,催泪,游改,环保"
瑞克和莫蒂之精致死尸,Rick and Morty Exquisite Corpse,1话 /  2017年7月16日 / Dan Harmon、Justin Roiland,,(少于10人评分),,,"短片,欧美,2017,瑞克和莫蒂,欧美动画,美漫,WEB,DanHarmon,JustinRoiland"
